,,,7.10E-05,2.128567431,,,,,7.10E-05,2.72E+00
,,,7.20E-05,2.149983593,,,,,7.20E-05,2.54E+00
,,,7.30E-05,2.341926077,,,,,7.30E-05,2.64E+00
,,,7.40E-05,2.161146227,,,,,7.40E-05,2.76E+00
,,,7.50E-05,2.216992399,,,,,7.50E-05,2.66E+00
,,,7.60E-05,2.214294716,,,,,7.60E-05,2.63E+00
,,,7.70E-05,2.176871445,,,,,7.70E-05,2.66E+00
,,,7.80E-05,2.192371615,,,,,7.80E-05,2.58E+00
,,,7.90E-05,2.310261051,,,,,7.90E-05,2.47E+00
,,,8.00E-05,2.255299018,,,,,8.00E-05,2.43E+00
,,,8.10E-05,2.442059416,,,,,8.10E-05,2.43E+00
,,,8.20E-05,2.429441073,,,,,8.20E-05,2.60E+00
,,,8.30E-05,2.404144742,,,,,8.30E-05,2.54E+00
,,,8.40E-05,2.339402969,,,,,8.40E-05,2.35E+00
,,,8.50E-05,2.354779836,,,,,8.50E-05,2.41E+00
,,,8.60E-05,2.331149093,,,,,8.60E-05,2.36E+00
,,,8.70E-05,2.477171654,,,,,8.70E-05,2.42E+00
,,,8.80E-05,2.534731894,,,,,8.80E-05,2.37E+00
,,,8.90E-05,2.497254644,,,,,8.90E-05,2.37E+00
,,,9.00E-05,2.334254412,,,,,9.00E-05,2.28E+00
,,,9.10E-05,2.472965421,,,,,9.10E-05,2.28E+00
,,,9.20E-05,2.38298198,,,,,9.20E-05,2.17E+00
,,,9.30E-05,2.609158904,,,,,9.30E-05,2.29E+00
,,,9.40E-05,2.416443243,,,,,9.40E-05,2.04E+00
,,,9.50E-05,2.471503158,,,,,9.50E-05,2.28E+00
,,,9.60E-05,2.560616813,,,,,9.60E-05,2.34E+00
,,,9.70E-05,2.611161645,,,,,9.70E-05,2.09E+00
,,,9.80E-05,2.502473412,,,,,9.80E-05,2.33E+00
,,,9.90E-05,2.481266144,,,,,9.90E-05,2.13E+00
,,,1.00E-04,2.593727378,,,,,1.00E-04,2.26E+00
,,,1.01E-04,2.60601363,,,,,1.01E-04,1.99E+00
,,,1.02E-04,2.566788262,,,,,1.02E-04,2.09E+00
,,,1.03E-04,2.448164391,,,,,1.03E-04,2.23E+00
,,,1.04E-04,2.444875879,,,,,1.04E-04,2.20E+00
,,,1.05E-04,2.679259442,,,,,1.05E-04,2.10E+00
,,,1.06E-04,2.67714954,,,,,1.06E-04,2.06E+00
,,,1.07E-04,2.576111054,,,,,1.07E-04,1.93E+00
,,,1.08E-04,2.647622645,,,,,1.08E-04,2.04E+00
,,,1.09E-04,2.560500331,,,,,1.09E-04,1.91E+00
,,,1.10E-04,2.657138415,,,,,1.10E-04,2.06E+00
,,,1.11E-04,2.890924009,,,,,1.11E-04,2.04E+00
,,,1.12E-04,2.840662417,,,,,1.12E-04,1.96E+00
,,,1.13E-04,2.739377192,,,,,1.13E-04,1.96E+00
,,,1.14E-04,2.814215976,,,,,1.14E-04,2.13E+00
,,,1.15E-04,2.821892624,,,,,1.15E-04,2.17E+00
,,,1.16E-04,2.923928345,,,,,1.16E-04,2.11E+00
,,,1.17E-04,2.834760193,,,,,1.17E-04,2.10E+00
